URL,zimu_num,shuzi,zifu_num,url_T_num,inner,out,sum,bili,req_type_num,hanjian_host_num,iframe_num,eval_num,location_num,setTimeout_num,setInterval_num,scriptObjectsrc_num,scriptObjectsetAttribute_num,scriptObjectinnerHTML_num,windowopen_num
http://www.jisilu.cn,15,0,5,0,58,1,59,0.983050847,2,0,0,0,0,0,0,0,0,0,0
http://www.byr.cn,12,0,5,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.sdo.com,13,0,5,0,69,4,73,0.945205479,3,1,2,0,0,0,0,0,0,0,0
http://www.7po.com,12,1,5,0,153,17,170,0.9,5,2,2,0,1,1,1,0,0,0,0
http://www.znds.com,14,0,5,0,34,172,206,0.165048544,6,1,0,2,5,0,1,0,0,0,4
http://www.so.com,12,0,5,0,3,4,7,0.428571429,5,2,4,2,13,49,6,0,0,0,1
http://www.wangdaidongfang.com,25,0,5,0,1,0,1,1,1,1,0,0,5,3,2,0,0,0,3
http://www.neu.edu.cn,15,0,6,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
http://www.jc35.com,12,2,5,0,466,19,485,0.960824742,12,7,2,5,11,1,1,0,0,0,3
http://www.400.cn,9,3,5,0,17,7,24,0.708333333,6,2,0,0,13,1,0,0,0,0,7
http://www.yidianzixun.com,21,0,5,0,13,54,67,0.194029851,10,5,0,0,3,0,0,0,0,0,1
http://www.creditchina.gov.cn,23,0,6,0,99,26,125,0.792,4,0,0,0,1,0,0,0,0,0,0
http://www.wto168.net,13,3,5,0,111,35,146,0.760273973,9,5,0,3,4,1,2,0,0,0,0
http://www.chinadd.cn,16,0,5,0,4,116,120,0.033333333,5,2,0,6,3,0,0,0,0,0,2
http://www.upantool.com,18,0,5,0,23,10,33,0.696969697,3,0,0,0,1,0,0,0,0,0,0
http://www.sdu.edu.cn,15,0,6,0,62,0,62,1,2,0,0,0,0,0,0,0,0,0,0
http://www.hellorf.com,17,0,5,0,8,4,12,0.666666667,2,0,0,0,0,0,0,0,0,0,0
http://www.zhan.com,14,0,5,0,3,0,3,1,1,0,0,0,93,0,1,0,0,0,93
http://www.vgtime.com,16,0,5,0,0,27,27,0,4,0,0,5,1,0,0,0,0,0,1
http://www.digitaling.com,20,0,5,0,187,1,188,0.994680851,3,1,0,0,0,0,0,0,0,0,0
http://www.d1net.com,14,1,5,0,94,8,102,0.921568627,9,4,13,0,2,1,0,0,0,0,1
http://www.95516.com,10,5,5,0,18,0,18,1,1,0,26,0,8,0,0,0,0,0,1
http://www.visitbeijing.com.cn,24,0,6,0,2,65,67,0.029850746,8,3,13,0,2,1,0,0,0,0,1
http://www.campuschina.org,21,0,5,0,60,1,61,0.983606557,3,0,26,0,8,0,0,0,0,0,1
